Ens_ID	ActA_wt_96h_rep1	ActA_wt_96h_rep2	ActA_BADC_96h_rep1	ActA_BADC_96h_rep2	ActA_wt_120h_rep1	ActA_wt_120h_rep2	ActA_BADC_120h_rep1	ActA_BADC_120h_rep2
ENSMUSG00000002500	1	1	2	0	1	1	1	2
ENSMUSG00000002504	270	313	162	122	138	107	85	49
ENSMUSG00000002524	4005	4682	3751	2372	2072	2009	2490	2395
ENSMUSG00000002546	670	746	592	414	511	493	504	444
ENSMUSG00000002550	825	941	737	563	583	545	507	468
ENSMUSG00000002565	8	10	4	4	1	0	0	0
ENSMUSG00000002578	68	76	51	40	125	103	81	83
ENSMUSG00000002580	821	951	676	452	320	309	186	177
ENSMUSG00000002588	0	1	0	0	2	6	5	8
ENSMUSG00000002602	130	161	141	105	267	245	169	148
ENSMUSG00000002603	625	696	449	273	126	94	340	292
ENSMUSG00000002608	1378	1613	1322	913	732	732	1021	966
ENSMUSG00000002617	162	203	177	146	62	64	41	55
ENSMUSG00000002625	1002	1181	853	613	869	851	787	779
ENSMUSG00000002633	45	72	1	1	134	122	3	5
ENSMUSG00000002635	748	817	660	423	309	327	325	311
ENSMUSG00000002658	1134	1358	913	703	451	474	583	594
ENSMUSG00000002660	1212	1410	1066	729	597	586	744	676
ENSMUSG00000002661	398	540	303	188	118	113	100	100
ENSMUSG00000002664	0	0	0	0	0	0	0	0
ENSMUSG00000002668	37	53	12	4	7	9	1	4
ENSMUSG00000002679	1208	1379	1356	846	559	565	581	603
ENSMUSG00000002688	1095	1286	499	340	583	564	648	532
ENSMUSG00000002699	0	1	0	0	1	1	1	0
ENSMUSG00000002718	8971	11136	9625	6695	2686	2582	4381	4193
ENSMUSG00000002728	2100	2524	2245	1496	725	674	794	825
ENSMUSG00000002731	1306	1565	1355	872	737	704	813	794
ENSMUSG00000002732	40	44	42	28	46	51	38	49
ENSMUSG00000002733	693	749	762	453	219	218	393	337
ENSMUSG00000002741	3825	4364	3372	2446	1620	1503	1689	1657
ENSMUSG00000002748	3222	3587	3257	2398	2312	2290	3102	2859
ENSMUSG00000002763	1500	1693	1548	1154	562	656	873	764
ENSMUSG00000002767	1537	1645	1271	870	692	709	663	592
ENSMUSG00000002768	1475	1696	1310	852	842	788	639	589
ENSMUSG00000002769	16	36	6	5	16	18	2	7
ENSMUSG00000002771	66	50	41	18	40	39	123	111
ENSMUSG00000002778	2958	3412	2677	1840	1085	1105	1392	1349
ENSMUSG00000002781	541	624	566	395	220	197	308	263
ENSMUSG00000002791	5	4	4	3	6	5	3	4
ENSMUSG00000002797	256	312	173	118	71	64	48	39
ENSMUSG00000002799	538	612	526	383	138	121	76	76
ENSMUSG00000002803	541	576	438	292	223	195	222	237
ENSMUSG00000002804	765	926	833	554	293	254	187	169
ENSMUSG00000002808	659	761	585	447	216	182	307	266
ENSMUSG00000002812	1470	1824	1314	907	588	579	696	633
ENSMUSG00000002814	953	1033	855	589	508	477	591	557
ENSMUSG00000002820	760	899	573	385	290	273	313	308
ENSMUSG00000002825	1002	1114	836	577	586	617	697	627
ENSMUSG00000002831	3	3	1	6	4	5	0	0
ENSMUSG00000002833	1837	2102	1788	1214	1038	1082	1241	1219
ENSMUSG00000002835	2790	3136	2827	1968	1347	1380	2051	1891
ENSMUSG00000002844	2340	2700	2511	1772	1226	1208	1517	1408
ENSMUSG00000002845	2083	2318	1776	1222	803	744	949	801
ENSMUSG00000002846	645	808	707	474	270	309	332	330
ENSMUSG00000002847	26	25	18	10	33	27	0	1
ENSMUSG00000002870	8716	10257	8487	6165	2566	2408	4043	3563
ENSMUSG00000002871	508	641	420	299	336	355	264	249
ENSMUSG00000002881	453	483	473	303	142	154	101	92
ENSMUSG00000002885	153	134	137	98	25	18	16	17
ENSMUSG00000002897	367	461	405	257	156	165	269	241
ENSMUSG00000002900	4696	5327	5613	4232	1192	1136	1761	1628
ENSMUSG00000002908	75	79	35	31	81	77	28	33
ENSMUSG00000002910	201	256	167	111	120	156	125	108
ENSMUSG00000002930	0	2	2	1	3	1	2	2
ENSMUSG00000002944	577	674	1691	1102	915	919	149	148
ENSMUSG00000002948	1800	2076	1751	1233	1206	1219	1360	1262
ENSMUSG00000002949	1319	1579	1240	889	689	677	840	721
ENSMUSG00000002957	3458	3825	2808	2073	1143	1159	1466	1291
ENSMUSG00000002963	729	773	541	385	317	355	317	278
ENSMUSG00000002968	3619	3956	3119	2155	1732	1672	2070	1923
ENSMUSG00000002980	622	761	671	512	250	250	57	54
ENSMUSG00000002981	4003	4571	3763	2678	1495	1512	1820	1557
ENSMUSG00000002983	130	156	118	68	41	36	19	20
ENSMUSG00000002984	3656	4327	3631	2548	1312	1326	1821	1556
ENSMUSG00000002985	1588	1795	1416	900	633	573	325	283
ENSMUSG00000002992	0	0	0	1	0	1	0	0
ENSMUSG00000002996	2277	2542	2515	1717	1171	1114	1190	1181
ENSMUSG00000002997	499	523	358	281	327	334	485	406
ENSMUSG00000003031	1792	2186	1665	1036	841	903	839	834
ENSMUSG00000003032	149	199	69	62	43	33	106	79
ENSMUSG00000003033	2029	2411	2042	1352	1040	1107	1481	1342
ENSMUSG00000003037	2314	2544	1821	1257	856	829	897	882
ENSMUSG00000003038	5574	6466	5889	4341	2388	2754	2944	2696
ENSMUSG00000003039	2552	2840	2293	1687	862	870	1058	1064
ENSMUSG00000003051	426	484	325	264	51	63	24	20
ENSMUSG00000003053	0	0	0	0	0	0	0	0
ENSMUSG00000003062	1712	2071	1617	1196	640	608	558	481
ENSMUSG00000003068	2295	2606	2420	1711	1309	1361	1682	1462
ENSMUSG00000003070	472	613	272	218	247	227	246	232
ENSMUSG00000003072	4337	4742	3982	2777	1636	1547	1801	1625
ENSMUSG00000003099	3904	4491	3753	2434	1743	1776	2273	2025
ENSMUSG00000003119	1935	2290	2114	1528	742	721	1252	1061
ENSMUSG00000003123	197	219	178	146	77	97	73	58
ENSMUSG00000003131	3972	4497	4436	3254	1844	1750	2359	2341
ENSMUSG00000003134	188	215	178	125	55	67	41	40
ENSMUSG00000003135	2054	2343	1730	1309	634	605	868	848
ENSMUSG00000003153	8558	10468	9398	7076	6011	6018	1902	1737
ENSMUSG00000003154	286	336	360	273	121	123	143	115
ENSMUSG00000003161	842	929	646	484	368	396	227	241
ENSMUSG00000003166	4711	5200	4257	3084	1926	1920	2642	2426
ENSMUSG00000003184	516	616	470	309	321	305	243	256
ENSMUSG00000003190	375	456	339	218	337	322	317	279
ENSMUSG00000003198	203	191	158	115	92	93	107	95
ENSMUSG00000003199	1756	2119	1180	888	877	836	881	845
ENSMUSG00000003200	2145	2396	1933	1322	875	797	1143	1075
ENSMUSG00000003206	13	9	9	6	5	8	3	1
ENSMUSG00000003208	380	446	359	268	188	170	232	237
ENSMUSG00000003226	3754	4434	3323	2410	1427	1467	2114	1923
ENSMUSG00000003227	6	11	5	3	4	6	17	16
ENSMUSG00000003228	162	221	172	117	84	86	90	84
ENSMUSG00000003233	1566	1709	1655	1100	1095	1085	1448	1207
ENSMUSG00000003234	996	1133	798	572	455	481	508	397
ENSMUSG00000003235	4272	4965	3646	2583	1561	1685	1958	1837
ENSMUSG00000003269	2115	2395	2263	1565	1194	1162	1432	1407
ENSMUSG00000003271	10	10	8	8	4	1	4	3
ENSMUSG00000003273	182	192	163	121	126	112	67	62
ENSMUSG00000003279	74	84	64	50	12	9	19	16
ENSMUSG00000003282	295	280	318	226	230	234	251	269
ENSMUSG00000003283	62	79	10	3	18	10	7	2
ENSMUSG00000003299	1516	1905	1569	1080	741	659	896	848
ENSMUSG00000003308	1286	1431	1289	884	442	462	627	539
ENSMUSG00000003309	519	591	295	190	107	129	7	3
ENSMUSG00000003316	3309	3921	2831	2029	1368	1303	1903	1693
ENSMUSG00000003341	34	30	29	18	20	12	9	15
ENSMUSG00000003344	2682	3099	2568	1801	1065	945	1305	1076
ENSMUSG00000003345	5310	5842	5116	3615	2371	2428	3428	3219
ENSMUSG00000003346	1528	1742	1475	1054	838	778	1133	941
ENSMUSG00000003348	868	996	778	520	356	291	460	381
ENSMUSG00000003352	818	937	1099	694	610	602	772	762
ENSMUSG00000003354	34	33	14	8	5	9	7	4
ENSMUSG00000003355	438	521	203	144	228	219	154	155
ENSMUSG00000003360	2612	2949	2488	1606	1161	1082	1650	1397
ENSMUSG00000003363	765	852	613	483	268	278	259	188
ENSMUSG00000003378	1509	1684	1635	1179	1098	1097	932	860
ENSMUSG00000003379	5	10	2	3	6	2	2	6
ENSMUSG00000003380	1576	1722	1540	1141	486	468	340	303
ENSMUSG00000003382	505	553	474	360	228	252	290	266
ENSMUSG00000003402	2615	3111	2348	1589	1434	1442	1798	1595
ENSMUSG00000003410	53	28	62	42	14	11	9	7
ENSMUSG00000003411	155	151	179	111	26	29	5	12
ENSMUSG00000003418	8	11	3	6	2	7	1	1
ENSMUSG00000003420	11	10	11	4	16	25	47	34
ENSMUSG00000003421	1241	1301	904	665	503	477	571	492
ENSMUSG00000003423	1445	1668	1454	976	710	743	764	761
ENSMUSG00000003429	17426	21186	16799	10557	10023	9956	11139	9748
ENSMUSG00000003435	5071	5735	4419	3031	2283	2244	2705	2536
ENSMUSG00000003436	2796	3174	2343	1770	560	560	1476	1300
ENSMUSG00000003437	1343	1511	1293	885	691	576	809	700
ENSMUSG00000003438	3168	3620	2918	1926	1395	1382	2587	2455
ENSMUSG00000003444	491	630	497	321	241	241	285	231
ENSMUSG00000003452	227	237	164	93	100	83	26	35
ENSMUSG00000003458	2223	2754	2308	1552	1358	1349	1617	1426
ENSMUSG00000003464	3477	3867	3638	2383	1584	1543	2135	1882
ENSMUSG00000003469	153	187	161	98	69	55	78	75
ENSMUSG00000003476	17	17	6	3	14	15	5	1
ENSMUSG00000003477	6	4	0	2	0	1	4	1
ENSMUSG00000003484	7	3	4	4	0	0	2	1
ENSMUSG00000003500	1414	1579	895	637	450	417	528	501
ENSMUSG00000003505	0	0	0	0	0	0	0	0
ENSMUSG00000003518	453	491	382	273	151	151	51	37
ENSMUSG00000003526	580	651	565	400	362	347	356	330
ENSMUSG00000003527	915	961	811	572	503	465	587	572
ENSMUSG00000003528	3314	3491	2972	2035	789	821	970	797
ENSMUSG00000003531	1251	1390	996	693	746	774	738	746
ENSMUSG00000003534	1737	2031	1429	1136	845	844	617	585
ENSMUSG00000003541	83	64	85	55	15	8	7	12
ENSMUSG00000003545	24	10	22	5	3	7	3	7
ENSMUSG00000003546	457	534	430	263	265	281	235	235
ENSMUSG00000003549	761	875	680	480	384	330	406	326
ENSMUSG00000003555	0	0	0	0	0	2	21	23
ENSMUSG00000003559	73	81	63	38	27	20	44	36
ENSMUSG00000003573	1564	1712	1669	1179	1167	1197	1606	1547
ENSMUSG00000003575	854	902	874	584	472	467	592	495
ENSMUSG00000003581	345	462	354	295	341	318	309	248
ENSMUSG00000003585	325	373	201	135	238	230	36	36
ENSMUSG00000003604	512	588	658	420	169	177	304	282
ENSMUSG00000003617	0	0	0	0	0	0	0	0
ENSMUSG00000003623	3887	4593	5160	3544	497	453	501	437
ENSMUSG00000003644	2436	2750	2083	1424	624	611	793	728
ENSMUSG00000003657	23	17	3	4	3	4	6	10
ENSMUSG00000003660	5444	6072	4437	3462	1874	1825	3093	2637
ENSMUSG00000003662	1133	1246	877	632	390	401	456	432
ENSMUSG00000003665	1	2	0	1	2	2	0	0
ENSMUSG00000003680	657	829	652	426	443	399	592	542
ENSMUSG00000003721	435	501	356	218	258	257	329	289
ENSMUSG00000003731	2426	2719	2111	1617	609	645	963	860
ENSMUSG00000003746	108	135	60	53	59	53	14	11
ENSMUSG00000003752	280	353	300	185	151	156	236	199
ENSMUSG00000003762	622	733	446	326	489	526	328	341
ENSMUSG00000003778	3566	4137	3677	2494	2249	2240	2621	2470
ENSMUSG00000003779	5080	5895	4298	2968	1729	1691	2675	2412
ENSMUSG00000003808	2268	2650	1995	1400	935	960	1135	1015
ENSMUSG00000003809	927	1063	721	521	233	237	196	213
ENSMUSG00000003810	1804	1968	1761	1272	1160	1134	1543	1407
ENSMUSG00000003812	215	275	180	128	55	46	31	40
ENSMUSG00000003813	1724	2091	1471	1035	606	624	685	597
ENSMUSG00000003814	16641	20161	15841	10826	4970	4959	6114	5534
ENSMUSG00000003824	760	885	621	398	192	221	214	181
ENSMUSG00000003847	1411	1536	878	566	1113	1021	1130	1029
ENSMUSG00000003848	1966	2335	1600	1151	902	860	1158	1070
ENSMUSG00000003849	990	999	982	663	44	42	49	34
ENSMUSG00000003863	110	147	69	65	45	47	21	16
ENSMUSG00000003865	1417	1531	1091	887	476	451	589	516
ENSMUSG00000003868	4143	5012	3635	2632	1797	1695	2539	2168
ENSMUSG00000003872	9	8	0	3	3	8	14	9
ENSMUSG00000003873	6070	6896	5736	3785	2394	2480	2482	2252
ENSMUSG00000003882	0	0	0	0	0	0	0	0
ENSMUSG00000003923	2923	3221	2606	1785	715	704	1037	991
ENSMUSG00000003929	433	563	532	292	293	237	333	287
ENSMUSG00000003934	688	756	424	300	588	571	630	494
ENSMUSG00000003948	745	913	879	579	206	209	327	303
ENSMUSG00000003949	12	15	11	7	54	62	75	44
ENSMUSG00000003955	2594	2967	3305	2254	676	691	922	906
ENSMUSG00000003970	31376	37089	28354	18931	14690	15193	18511	16979
ENSMUSG00000003974	2	0	0	0	1	0	0	0
ENSMUSG00000003992	782	823	1346	1018	302	279	328	359
ENSMUSG00000004018	608	651	675	467	217	196	235	255
ENSMUSG00000004031	49	55	52	33	14	13	8	11
ENSMUSG00000004032	438	468	335	205	273	260	220	192
ENSMUSG00000004035	197	229	171	110	39	30	42	28
ENSMUSG00000004038	54	58	15	8	7	9	0	0
ENSMUSG00000004040	573	700	546	448	118	126	155	159
ENSMUSG00000004043	106	142	91	61	32	37	28	15
ENSMUSG00000004044	177	188	71	46	4	8	12	6
ENSMUSG00000004054	1198	1332	1070	780	572	573	816	744
ENSMUSG00000004056	2196	2512	2218	1518	905	935	1302	1164
ENSMUSG00000004069	1345	1411	1158	873	378	361	523	496
ENSMUSG00000004070	1053	1217	909	619	307	331	389	354
ENSMUSG00000004071	2463	2623	2307	1641	1126	1134	1524	1334
ENSMUSG00000004085	761	851	840	554	217	263	465	420
ENSMUSG00000004096	1822	2082	1799	1230	791	755	946	908
ENSMUSG00000004098	13	11	4	2	1	0	1	0
ENSMUSG00000004099	5498	6158	4938	3702	2200	2147	3503	3260
ENSMUSG00000004100	1987	2390	1740	1150	1376	1348	1717	1589
ENSMUSG00000004105	257	310	202	155	343	326	389	348
ENSMUSG00000004110	23	19	26	14	60	42	89	79
ENSMUSG00000004113	482	512	229	170	97	111	79	50
ENSMUSG00000004127	795	903	888	554	347	330	480	502
ENSMUSG00000004151	1012	1070	1081	810	157	149	248	257
ENSMUSG00000004187	85	80	35	21	108	111	54	50
ENSMUSG00000004207	6704	7447	6497	4676	1439	1481	2318	2121
ENSMUSG00000004221	955	1038	930	679	572	490	469	455
ENSMUSG00000004231	18	19	5	3	41	44	32	26
ENSMUSG00000004233	227	249	220	149	142	157	145	136
ENSMUSG00000004263	2394	2562	2427	1634	1615	1493	1958	1755
ENSMUSG00000004264	8284	9285	7844	5489	3576	3434	4219	4133
ENSMUSG00000004266	934	1091	799	537	124	134	96	83
ENSMUSG00000004267	95	91	57	37	161	123	115	98
ENSMUSG00000004268	4055	4621	3644	2555	1741	1753	1901	1841
ENSMUSG00000004270	2102	2254	1817	1340	586	523	720	648
ENSMUSG00000004285	2830	3230	2458	1613	981	1017	887	770
ENSMUSG00000004296	0	0	0	0	0	0	0	0
ENSMUSG00000004317	1402	1677	1377	1026	712	707	771	691
ENSMUSG00000004319	1399	1517	1343	994	458	482	341	319
ENSMUSG00000004328	980	1079	847	664	209	214	225	196
ENSMUSG00000004341	6	9	10	5	1	1	2	2
ENSMUSG00000004344	0	0	0	0	0	0	0	0
ENSMUSG00000004347	37	35	13	20	33	17	4	4
ENSMUSG00000004356	2366	2558	2117	1588	763	770	1233	1133
ENSMUSG00000004359	0	1	0	0	1	1	0	0
ENSMUSG00000004360	43	45	18	22	15	12	15	9
ENSMUSG00000004364	3361	3936	3555	2369	980	974	1419	1381
ENSMUSG00000004366	0	0	1	0	8	10	0	0
ENSMUSG00000004371	21	9	15	12	3	3	2	1
ENSMUSG00000004383	603	717	649	452	301	303	356	338
ENSMUSG00000004393	2828	3207	2325	1565	1050	1069	1246	1229
ENSMUSG00000004394	1427	1613	1447	1034	939	937	827	766
ENSMUSG00000004415	90	106	50	30	1065	1118	1159	1108
ENSMUSG00000004446	1057	1213	1135	788	229	194	221	175
ENSMUSG00000004451	1677	1855	1211	853	461	480	652	621
ENSMUSG00000004455	5690	6404	5116	3719	2375	2262	2699	2364
ENSMUSG00000004460	2417	2739	2397	1680	610	652	752	712
ENSMUSG00000004462	753	933	760	495	252	248	340	287
ENSMUSG00000004473	71	83	69	37	23	28	34	45
ENSMUSG00000004500	176	228	133	86	92	90	123	119
ENSMUSG00000004508	35	36	29	19	69	58	53	48
ENSMUSG00000004530	4386	4706	3764	2718	1337	1328	2072	2007
ENSMUSG00000004535	3261	3812	3437	2335	1058	1086	1559	1491
ENSMUSG00000004540	0	1	0	0	0	0	0	0
ENSMUSG00000004542	0	0	0	0	0	0	0	0
ENSMUSG00000004552	2	1	0	1	2	2	1	1
ENSMUSG00000004558	317	357	155	110	14	20	13	16
ENSMUSG00000004561	897	1032	805	515	589	608	508	491
ENSMUSG00000004562	1352	1477	1698	1038	1369	1371	2148	1873
ENSMUSG00000004565	1428	1743	1104	815	542	534	546	462
ENSMUSG00000004567	945	1060	836	563	478	432	504	470
ENSMUSG00000004568	872	982	1013	688	456	423	325	292
ENSMUSG00000004591	2846	3196	3054	2109	1253	1229	1619	1420
ENSMUSG00000004609	1	0	0	0	0	0	0	0
ENSMUSG00000004610	1221	1346	1251	900	787	795	672	681
ENSMUSG00000004612	11	10	21	5	3	0	5	5
ENSMUSG00000004626	1503	1701	1249	954	562	506	326	309
ENSMUSG00000004630	0	0	2	1	0	0	1	0
ENSMUSG00000004631	494	532	576	407	296	316	219	191
ENSMUSG00000004633	249	270	234	184	45	50	111	104
ENSMUSG00000004637	180	175	139	102	35	52	77	55
ENSMUSG00000004642	2690	3074	2438	1681	907	864	1139	1025
ENSMUSG00000004651	2	4	1	0	0	0	0	0
ENSMUSG00000004654	0	0	0	0	0	0	1	1
ENSMUSG00000004655	8	8	8	6	10	9	18	27
ENSMUSG00000004661	13260	14413	11604	8678	3413	3234	4556	4037
ENSMUSG00000004665	1427	1749	1485	1025	852	891	807	705
ENSMUSG00000004667	2451	2745	1839	1153	1364	1476	1328	1067
ENSMUSG00000004668	1	1	2	1	0	0	1	0
ENSMUSG00000004677	1769	1977	1653	1224	1205	1148	1556	1296
ENSMUSG00000004698	59	61	84	49	25	11	9	15
ENSMUSG00000004707	0	0	0	0	0	0	0	0
ENSMUSG00000004709	0	0	0	0	0	0	0	1
ENSMUSG00000004730	0	1	0	1	1	0	0	0
ENSMUSG00000004748	340	393	209	145	122	103	108	89
ENSMUSG00000004768	795	857	677	503	331	324	363	375
ENSMUSG00000004771	1618	1952	1705	1304	542	514	615	596
ENSMUSG00000004788	1703	1901	1497	1017	850	886	1003	895
ENSMUSG00000004789	4087	4776	4288	2760	1933	1919	2824	2489
ENSMUSG00000004791	24	15	9	5	94	92	59	58
ENSMUSG00000004798	496	585	434	289	242	247	398	386
ENSMUSG00000004814	0	0	0	0	0	1	0	0
ENSMUSG00000004815	462	543	439	309	411	401	267	258
ENSMUSG00000004821	0	0	0	0	0	0	0	0
ENSMUSG00000004837	19	20	7	4	9	8	12	10
ENSMUSG00000004842	0	0	0	0	0	0	0	0
ENSMUSG00000004843	982	1097	804	493	291	260	247	227
ENSMUSG00000004846	1030	1232	1048	675	738	726	894	844
ENSMUSG00000004849	1526	1656	1478	996	791	745	869	829
ENSMUSG00000004864	426	423	304	187	183	201	28	27
ENSMUSG00000004865	3800	4247	3817	2367	2180	2141	2557	2492
ENSMUSG00000004872	12	15	9	8	403	392	574	560
ENSMUSG00000004880	5334	6462	4509	3291	1738	1548	2150	1983
ENSMUSG00000004885	2565	2892	2109	1413	729	777	444	425
ENSMUSG00000004891	3162	3629	3724	2562	372	413	550	517
ENSMUSG00000004892	36	38	24	17	9	5	7	2
ENSMUSG00000004894	4	4	4	0	1	1	2	0
ENSMUSG00000004895	1844	2116	1687	1091	668	655	981	920
ENSMUSG00000004896	474	502	513	327	401	434	403	396
ENSMUSG00000004897	20276	22884	22045	15901	4935	4885	6544	6178
ENSMUSG00000004902	43	68	44	18	36	41	41	35
ENSMUSG00000004929	2410	2889	2215	1359	1016	1108	1485	1360
ENSMUSG00000004931	677	722	603	448	354	342	416	368
ENSMUSG00000004933	46	55	40	25	48	35	20	35
ENSMUSG00000004934	911	1013	822	583	458	460	553	534
ENSMUSG00000004936	3151	3476	2869	1987	663	616	880	859
ENSMUSG00000004937	3732	3972	2959	2195	1227	1185	1591	1430
ENSMUSG00000004939	0	1	0	0	0	0	0	0
ENSMUSG00000004945	2230	2600	1898	1312	1052	1062	897	862
ENSMUSG00000004947	852	1018	747	549	359	331	398	324
ENSMUSG00000004948	1	4	0	0	0	0	0	0
ENSMUSG00000004951	392	477	119	121	24	37	4	5
ENSMUSG00000004952	114	143	48	40	30	18	18	14
ENSMUSG00000004961	74	85	47	30	41	34	22	18
ENSMUSG00000004980	38312	44260	40608	28892	14220	14208	18449	18314
ENSMUSG00000004988	0	0	0	0	0	0	0	0
ENSMUSG00000004994	146	153	106	77	106	118	118	109
ENSMUSG00000004996	324	352	224	150	182	223	184	196
ENSMUSG00000005034	2051	2279	2110	1515	695	686	1074	989
ENSMUSG00000005043	199	243	159	117	116	119	137	115
ENSMUSG00000005045	88	96	75	42	28	43	59	45
ENSMUSG00000005054	1743	1969	1318	992	457	491	371	325
ENSMUSG00000005057	184	220	144	122	167	174	272	277
ENSMUSG00000005069	1558	1797	1408	1067	607	603	701	678
ENSMUSG00000005078	968	1083	901	644	448	435	425	356
ENSMUSG00000005087	103	140	127	85	98	107	86	63
ENSMUSG00000005089	15	13	8	4	19	14	79	64
ENSMUSG00000005102	1125	1235	823	666	485	459	714	639
ENSMUSG00000005103	3554	3981	3782	2827	1456	1387	2241	2045
ENSMUSG00000005107	0	7	7	3	0	2	12	17
ENSMUSG00000005124	3	2	2	2	2	1	3	4
ENSMUSG00000005125	1373	1764	703	494	49	60	33	34
ENSMUSG00000005131	14	12	8	6	10	6	9	7
ENSMUSG00000005142	900	1096	699	472	352	369	337	328
ENSMUSG00000005148	1472	1566	975	699	29	37	21	27
ENSMUSG00000005150	651	641	497	360	346	326	391	317
ENSMUSG00000005161	12883	15160	12478	8411	7364	7425	7675	7252
ENSMUSG00000005198	7919	8978	6617	4895	3007	2651	4494	3730
ENSMUSG00000005202	0	0	0	0	0	0	0	0
ENSMUSG00000005204	4227	5193	3998	2760	1961	1961	2385	2282
ENSMUSG00000005220	0	0	0	0	42	31	6	6
ENSMUSG00000005225	2589	3027	869	667	836	794	535	475
ENSMUSG00000005232	1	0	2	1	0	3	1	0
ENSMUSG00000005233	1935	2170	1756	1202	652	598	706	739
ENSMUSG00000005237	91	89	34	27	47	39	89	70
ENSMUSG00000005251	1116	1324	1066	789	174	153	33	38
ENSMUSG00000005262	1394	1654	1269	918	603	597	667	634
ENSMUSG00000005267	61	65	69	36	49	52	89	73
ENSMUSG00000005268	5	9	6	4	8	5	10	9
ENSMUSG00000005299	1371	1638	1182	878	396	454	584	508
ENSMUSG00000005312	4972	5736	3651	2755	1222	1141	1665	1490
ENSMUSG00000005320	13	8	4	2	55	47	4	0
ENSMUSG00000005338	165	195	261	188	81	110	62	54
ENSMUSG00000005339	0	0	0	0	0	0	0	0
ENSMUSG00000005354	4631	5095	4339	2990	1678	1546	2243	2055
ENSMUSG00000005355	0	0	1	2	0	0	0	0
ENSMUSG00000005357	37	23	11	8	7	6	5	7
ENSMUSG00000005360	267	363	324	201	137	131	39	54
ENSMUSG00000005362	905	1092	898	575	449	369	430	385
ENSMUSG00000005364	0	1	0	0	0	1	0	0
ENSMUSG00000005370	5062	6010	4885	3611	1413	1399	2268	2097
ENSMUSG00000005371	1116	1295	1155	709	704	633	884	783
ENSMUSG00000005373	242	284	134	72	44	40	12	7
ENSMUSG00000005374	818	998	763	544	418	438	569	476
ENSMUSG00000005378	1692	1825	1411	981	521	555	617	584
ENSMUSG00000005397	303	317	148	127	260	270	224	174
ENSMUSG00000005410	10385	12567	9908	7091	3455	3422	4730	4225
ENSMUSG00000005413	1138	1271	1227	898	227	239	272	268
ENSMUSG00000005417	4518	5003	4208	2948	2367	2326	3743	3536
ENSMUSG00000005442	2795	3230	2861	2153	2279	2119	2638	2324
ENSMUSG00000005447	2498	2974	2410	1567	1173	1211	1044	992
ENSMUSG00000005465	7	2	0	2	1	0	0	2
ENSMUSG00000005469	3088	3358	2650	1871	915	817	1225	1094
ENSMUSG00000005470	840	918	871	650	393	382	503	458
ENSMUSG00000005474	0	0	0	0	0	0	0	0
ENSMUSG00000005481	5070	5947	4400	3029	1946	2007	2327	2163
ENSMUSG00000005483	1370	1552	1240	900	541	532	710	636
ENSMUSG00000005493	2	1	1	1	2	2	3	1
ENSMUSG00000005501	595	651	575	396	315	359	458	429
ENSMUSG00000005503	2959	3157	4965	3788	88	104	387	387
ENSMUSG00000005505	702	890	662	518	341	367	454	415
ENSMUSG00000005506	8432	9405	7967	5888	2875	2870	4113	3945
ENSMUSG00000005510	2175	2530	2144	1517	753	796	897	903
ENSMUSG00000005514	2177	2640	1704	1238	618	598	1022	939
ENSMUSG00000005533	1207	1314	1116	858	1068	1062	1628	1418
ENSMUSG00000005534	695	762	630	434	346	296	382	347
ENSMUSG00000005540	0	0	0	0	0	0	1	0
ENSMUSG00000005547	3	0	2	2	0	0	0	0
ENSMUSG00000005553	38	48	41	34	18	15	2	4
ENSMUSG00000005566	27380	30326	25422	17666	9760	9628	13872	12706
ENSMUSG00000005575	3607	3846	3436	2449	1131	1045	1502	1284
ENSMUSG00000005580	26	39	21	9	6	12	1	2
ENSMUSG00000005583	39	48	37	35	20	21	9	6
ENSMUSG00000005609	1876	2442	1591	1062	738	696	922	913
ENSMUSG00000005610	36715	43087	36064	24001	14266	13856	21480	20057
ENSMUSG00000005611	0	0	3	0	1	1	4	6
ENSMUSG00000005615	840	907	780	552	229	276	402	384
ENSMUSG00000005621	1360	1471	1173	828	654	610	879	809
ENSMUSG00000005625	3800	4526	3417	2335	2004	1845	2125	1960
ENSMUSG00000005628	19	10	16	13	33	38	47	40
ENSMUSG00000005640	5	5	4	0	108	91	35	30
ENSMUSG00000005649	1	4	2	7	1	0	0	0
ENSMUSG00000005656	3016	3571	2757	1867	1111	1091	1234	1172
ENSMUSG00000005667	1239	1425	1299	844	666	604	994	897
ENSMUSG00000005672	1749	2147	424	295	662	691	225	201
ENSMUSG00000005674	1267	1360	1024	699	545	549	442	425
ENSMUSG00000005677	0	0	0	0	1	0	1	0
ENSMUSG00000005681	0	1	2	0	0	0	1	0
ENSMUSG00000005682	2353	2760	2338	1541	1654	1552	1843	1659
ENSMUSG00000005683	5989	6813	6421	4674	2126	2106	3712	3256
ENSMUSG00000005686	10	14	7	4	8	5	8	6
ENSMUSG00000005687	3442	3936	3416	2481	891	905	1043	964
ENSMUSG00000005696	0	0	1	1	1	0	0	0
ENSMUSG00000005698	3942	4477	3352	2362	1588	1551	2156	2049
ENSMUSG00000005699	205	220	174	126	79	105	85	76
ENSMUSG00000005705	0	3	1	1	3	1	0	0
ENSMUSG00000005716	0	0	0	0	0	0	0	0
ENSMUSG00000005718	726	893	724	443	369	315	567	501
ENSMUSG00000005732	6845	7911	6706	4860	2451	2616	3642	3368
