Ens_ID	wt_120h_rep1	wt_120h_rep2	ActA_wt_120h_rep1	ActA_wt_120h_rep2	ActA_wt_96h_rep1	ActA_wt_96h_rep2	wt_96h_rep1	wt_96h_rep2
ENSMUSG00000002580	369	276	320	309	821	951	392	603
ENSMUSG00000002588	1	0	2	6	0	1	0	0
ENSMUSG00000002602	300	198	267	245	130	161	137	212
ENSMUSG00000002603	34	25	126	94	625	696	143	245
ENSMUSG00000002608	897	727	732	732	1378	1613	1171	1595
ENSMUSG00000002617	81	61	62	64	162	203	131	144
ENSMUSG00000002625	950	896	869	851	1002	1181	965	1259
ENSMUSG00000002633	3	0	134	122	45	72	0	4
ENSMUSG00000002635	432	334	309	327	748	817	521	852
ENSMUSG00000002658	784	544	451	474	1134	1358	1057	1438
ENSMUSG00000002660	950	716	597	586	1212	1410	1003	1498
ENSMUSG00000002661	177	128	118	113	398	540	97	176
ENSMUSG00000002664	1	0	0	0	0	0	0	0
ENSMUSG00000002668	2	3	7	9	37	53	12	11
ENSMUSG00000002679	724	557	559	565	1208	1379	1043	1456
ENSMUSG00000002688	539	443	583	564	1095	1286	1352	1858
ENSMUSG00000002699	0	1	1	1	0	1	0	1
ENSMUSG00000002718	4315	3619	2686	2582	8971	11136	9377	13184
ENSMUSG00000002728	934	768	725	674	2100	2524	1203	1764
ENSMUSG00000002731	1017	862	737	704	1306	1565	1169	1678
ENSMUSG00000002732	41	33	46	51	40	44	69	93
ENSMUSG00000002733	281	252	219	218	693	749	633	845
ENSMUSG00000002741	2024	1610	1620	1503	3825	4364	3345	4892
ENSMUSG00000002748	3112	2522	2312	2290	3222	3587	4514	5932
ENSMUSG00000002763	792	680	562	656	1500	1693	1028	1599
ENSMUSG00000002767	840	679	692	709	1537	1645	1216	1728
ENSMUSG00000002768	807	624	842	788	1475	1696	1012	1414
ENSMUSG00000002769	7	10	16	18	16	36	13	24
ENSMUSG00000002771	43	26	40	39	66	50	65	83
ENSMUSG00000002778	1535	1102	1085	1105	2958	3412	2655	3834
ENSMUSG00000002781	258	210	220	197	541	624	403	589
ENSMUSG00000002791	1	2	6	5	5	4	6	4
ENSMUSG00000002797	66	43	71	64	256	312	123	156
ENSMUSG00000002799	127	103	138	121	538	612	223	388
ENSMUSG00000002803	232	205	223	195	541	576	403	606
ENSMUSG00000002804	247	209	293	254	765	926	400	634
ENSMUSG00000002808	286	217	216	182	659	761	485	632
ENSMUSG00000002812	709	599	588	579	1470	1824	1379	1949
ENSMUSG00000002814	549	414	508	477	953	1033	989	1354
ENSMUSG00000002820	402	340	290	273	760	899	517	813
ENSMUSG00000002825	665	555	586	617	1002	1114	1000	1334
ENSMUSG00000002831	1	3	4	5	3	3	1	6
ENSMUSG00000002833	1416	1137	1038	1082	1837	2102	1715	2481
ENSMUSG00000002835	2087	1798	1347	1380	2790	3136	3118	4409
ENSMUSG00000002844	1787	1290	1226	1208	2340	2700	2410	3628
ENSMUSG00000002845	1065	809	803	744	2083	2318	1428	1884
ENSMUSG00000002846	382	259	270	309	645	808	430	692
ENSMUSG00000002847	7	3	33	27	26	25	6	13
ENSMUSG00000002870	3686	3052	2566	2408	8716	10257	8949	12998
ENSMUSG00000002871	407	338	336	355	508	641	422	589
ENSMUSG00000002881	121	101	142	154	453	483	453	622
ENSMUSG00000002885	27	17	25	18	153	134	22	39
ENSMUSG00000002897	175	139	156	165	367	461	503	646
ENSMUSG00000002900	1906	1440	1192	1136	4696	5327	3669	5385
ENSMUSG00000002908	44	40	81	77	75	79	62	67
ENSMUSG00000002910	97	74	120	156	201	256	171	272
ENSMUSG00000002930	25	16	3	1	0	2	2	3
ENSMUSG00000002944	411	303	915	919	577	674	94	107
ENSMUSG00000002948	1297	1095	1206	1219	1800	2076	2026	2777
ENSMUSG00000002949	1035	807	689	677	1319	1579	1242	1939
ENSMUSG00000002957	1528	1253	1143	1159	3458	3825	3088	4607
ENSMUSG00000002963	375	359	317	355	729	773	546	796
ENSMUSG00000002968	2112	1719	1732	1672	3619	3956	3043	4233
ENSMUSG00000002980	136	75	250	250	622	761	205	346
ENSMUSG00000002981	1875	1486	1495	1512	4003	4571	3551	5069
ENSMUSG00000002983	19	20	41	36	130	156	78	150
ENSMUSG00000002984	1674	1340	1312	1326	3656	4327	3011	4613
ENSMUSG00000002985	502	466	633	573	1588	1795	446	810
ENSMUSG00000002992	2	4	0	1	0	0	0	0
ENSMUSG00000002996	1085	868	1171	1114	2277	2542	1967	2603
ENSMUSG00000002997	475	363	327	334	499	523	828	1027
ENSMUSG00000003031	785	725	841	903	1792	2186	867	1050
ENSMUSG00000003032	53	40	43	33	149	199	159	192
ENSMUSG00000003033	1591	1191	1040	1107	2029	2411	2494	3411
ENSMUSG00000003037	1247	957	856	829	2314	2544	1757	2680
ENSMUSG00000003038	3095	2533	2388	2754	5574	6466	4666	6224
ENSMUSG00000003039	1216	934	862	870	2552	2840	1885	2708
ENSMUSG00000003051	73	39	51	63	426	484	68	107
ENSMUSG00000003053	0	0	0	0	0	0	0	0
ENSMUSG00000003062	772	594	640	608	1712	2071	900	1336
ENSMUSG00000003068	1443	1295	1309	1361	2295	2606	1718	2557
ENSMUSG00000003070	331	249	247	227	472	613	357	455
ENSMUSG00000003072	2166	1612	1636	1547	4337	4742	3149	4477
ENSMUSG00000003099	2199	1813	1743	1776	3904	4491	3210	4728
ENSMUSG00000003119	839	716	742	721	1935	2290	2237	2881
ENSMUSG00000003123	90	77	77	97	197	219	149	189
ENSMUSG00000003131	2842	2120	1844	1750	3972	4497	5088	6890
ENSMUSG00000003134	98	75	55	67	188	215	116	187
ENSMUSG00000003135	934	818	634	605	2054	2343	1608	2213
ENSMUSG00000003153	4850	3821	6011	6018	8558	10468	12206	21191
ENSMUSG00000003154	133	93	121	123	286	336	242	323
ENSMUSG00000003161	334	302	368	396	842	929	591	776
ENSMUSG00000003166	2872	2124	1926	1920	4711	5200	5101	7191
ENSMUSG00000003184	439	392	321	305	516	616	266	424
ENSMUSG00000003190	431	363	337	322	375	456	336	411
ENSMUSG00000003198	123	79	92	93	203	191	180	208
ENSMUSG00000003199	1188	897	877	836	1756	2119	1543	2166
ENSMUSG00000003200	1153	993	875	797	2145	2396	1694	2406
ENSMUSG00000003206	7	7	5	8	13	9	2	6
ENSMUSG00000003208	160	143	188	170	380	446	357	573
ENSMUSG00000003226	2164	1675	1427	1467	3754	4434	3734	4952
ENSMUSG00000003227	10	11	4	6	6	11	43	60
ENSMUSG00000003228	137	127	84	86	162	221	242	328
ENSMUSG00000003233	1551	1233	1095	1085	1566	1709	1903	2470
ENSMUSG00000003234	669	541	455	481	996	1133	827	1183
ENSMUSG00000003235	2059	1637	1561	1685	4272	4965	3640	5384
ENSMUSG00000003269	1339	1091	1194	1162	2115	2395	1899	2541
ENSMUSG00000003271	2	2	4	1	10	10	5	5
ENSMUSG00000003273	229	227	126	112	182	192	187	224
ENSMUSG00000003279	4	3	12	9	74	84	27	46
ENSMUSG00000003282	294	204	230	234	295	280	300	380
ENSMUSG00000003283	4	1	18	10	62	79	17	27
ENSMUSG00000003299	947	710	741	659	1516	1905	1365	2123
ENSMUSG00000003308	502	386	442	462	1286	1431	755	1302
ENSMUSG00000003309	33	32	107	129	519	591	42	99
ENSMUSG00000003316	1937	1359	1368	1303	3309	3921	3525	4539
ENSMUSG00000003341	11	8	20	12	34	30	21	37
ENSMUSG00000003344	1295	959	1065	945	2682	3099	2030	3043
ENSMUSG00000003345	2969	2358	2371	2428	5310	5842	5646	7683
ENSMUSG00000003346	948	787	838	778	1528	1742	1056	1669
ENSMUSG00000003348	336	264	356	291	868	996	655	1037
ENSMUSG00000003352	466	453	610	602	818	937	588	894
ENSMUSG00000003354	9	2	5	9	34	33	8	13
ENSMUSG00000003355	108	96	228	219	438	521	175	294
ENSMUSG00000003360	1656	1383	1161	1082	2612	2949	2371	3539
ENSMUSG00000003363	319	235	268	278	765	852	501	665
ENSMUSG00000003378	1057	861	1098	1097	1509	1684	1170	1553
ENSMUSG00000003379	6	5	6	2	5	10	6	7
ENSMUSG00000003380	479	332	486	468	1576	1722	713	1318
ENSMUSG00000003382	297	244	228	252	505	553	530	685
ENSMUSG00000003402	1909	1533	1434	1442	2615	3111	2463	3577
ENSMUSG00000003410	19	11	14	11	53	28	30	41
ENSMUSG00000003411	7	8	26	29	155	151	24	36
ENSMUSG00000003418	4	3	2	7	8	11	28	42
ENSMUSG00000003420	18	20	16	25	11	10	26	21
ENSMUSG00000003421	620	440	503	477	1241	1301	980	1362
ENSMUSG00000003423	881	698	710	743	1445	1668	1094	1706
ENSMUSG00000003429	12404	9175	10023	9956	17426	21186	15492	23068
ENSMUSG00000003435	2465	2129	2283	2244	5071	5735	4924	7060
ENSMUSG00000003436	786	644	560	560	2796	3174	6350	8091
ENSMUSG00000003437	784	717	691	576	1343	1511	1361	1751
ENSMUSG00000003438	2020	1673	1395	1382	3168	3620	4170	5946
ENSMUSG00000003444	334	240	241	241	491	630	430	668
ENSMUSG00000003452	141	86	100	83	227	237	175	249
ENSMUSG00000003458	1484	1143	1358	1349	2223	2754	2721	3646
ENSMUSG00000003464	2267	1781	1584	1543	3477	3867	3434	4951
ENSMUSG00000003469	62	54	69	55	153	187	139	223
ENSMUSG00000003476	1	1	14	15	17	17	11	21
ENSMUSG00000003477	0	0	0	1	6	4	3	7
ENSMUSG00000003484	1	0	0	0	7	3	0	5
ENSMUSG00000003500	545	453	450	417	1414	1579	1252	1932
ENSMUSG00000003505	0	0	0	0	0	0	0	0
ENSMUSG00000003518	119	101	151	151	453	491	176	306
ENSMUSG00000003526	305	306	362	347	580	651	455	713
ENSMUSG00000003527	678	591	503	465	915	961	875	1216
ENSMUSG00000003528	881	647	789	821	3314	3491	1593	2425
ENSMUSG00000003531	1000	825	746	774	1251	1390	1014	1550
ENSMUSG00000003534	1060	744	845	844	1737	2031	875	1322
ENSMUSG00000003541	9	11	15	8	83	64	16	19
ENSMUSG00000003545	12	5	3	7	24	10	12	12
ENSMUSG00000003546	339	299	265	281	457	534	217	313
ENSMUSG00000003549	404	324	384	330	761	875	619	815
ENSMUSG00000003555	0	0	0	2	0	0	1	0
ENSMUSG00000003559	25	22	27	20	73	81	40	69
ENSMUSG00000003573	1591	1297	1167	1197	1564	1712	1946	2799
ENSMUSG00000003575	608	491	472	467	854	902	993	1339
ENSMUSG00000003581	304	279	341	318	345	462	353	464
ENSMUSG00000003585	55	48	238	230	325	373	232	377
ENSMUSG00000003604	318	241	169	177	512	588	697	1031
ENSMUSG00000003617	68	26	0	0	0	0	0	0
ENSMUSG00000003623	547	432	497	453	3887	4593	1097	1548
ENSMUSG00000003644	882	738	624	611	2436	2750	1925	3020
ENSMUSG00000003657	4	2	3	4	23	17	32	33
ENSMUSG00000003660	2455	1929	1874	1825	5444	6072	7186	9579
ENSMUSG00000003662	577	500	390	401	1133	1246	748	1062
ENSMUSG00000003665	0	1	2	2	1	2	1	1
ENSMUSG00000003680	553	494	443	399	657	829	765	1093
ENSMUSG00000003721	281	221	258	257	435	501	304	363
ENSMUSG00000003731	976	773	609	645	2426	2719	1989	2840
ENSMUSG00000003746	25	22	59	53	108	135	97	137
ENSMUSG00000003752	256	210	151	156	280	353	246	394
ENSMUSG00000003762	320	314	489	526	622	733	326	533
ENSMUSG00000003778	2352	1932	2249	2240	3566	4137	3488	4378
ENSMUSG00000003779	2800	2334	1729	1691	5080	5895	5071	7323
ENSMUSG00000003808	1196	1014	935	960	2268	2650	2136	3161
ENSMUSG00000003809	457	338	233	237	927	1063	566	895
ENSMUSG00000003810	1507	1206	1160	1134	1804	1968	2071	2709
ENSMUSG00000003812	58	36	55	46	215	275	110	151
ENSMUSG00000003813	693	563	606	624	1724	2091	965	1464
ENSMUSG00000003814	8192	6239	4970	4959	16641	20161	8561	12325
ENSMUSG00000003824	202	142	192	221	760	885	495	781
ENSMUSG00000003847	1314	1001	1113	1021	1411	1536	1237	1449
ENSMUSG00000003848	1136	1013	902	860	1966	2335	1820	2763
ENSMUSG00000003849	58	54	44	42	990	999	129	260
ENSMUSG00000003863	30	35	45	47	110	147	65	103
ENSMUSG00000003865	627	479	476	451	1417	1531	1195	1700
ENSMUSG00000003868	2435	1914	1797	1695	4143	5012	3763	5379
ENSMUSG00000003872	5	3	3	8	9	8	4	10
ENSMUSG00000003873	2911	2347	2394	2480	6070	6896	3774	6209
ENSMUSG00000003882	0	0	0	0	0	0	0	0
ENSMUSG00000003923	1039	909	715	704	2923	3221	2303	3355
ENSMUSG00000003929	360	284	293	237	433	563	669	917
ENSMUSG00000003934	803	581	588	571	688	756	590	839
ENSMUSG00000003948	333	276	206	209	745	913	758	1061
ENSMUSG00000003949	15	19	54	62	12	15	23	30
ENSMUSG00000003955	876	648	676	691	2594	2967	1082	1630
ENSMUSG00000003970	18720	14369	14690	15193	31376	37089	27139	42874
ENSMUSG00000003974	1	0	1	0	2	0	0	2
ENSMUSG00000003992	413	333	302	279	782	823	740	1035
ENSMUSG00000004018	284	225	217	196	608	651	490	657
ENSMUSG00000004031	4	4	14	13	49	55	23	39
ENSMUSG00000004032	373	330	273	260	438	468	574	683
ENSMUSG00000004035	47	44	39	30	197	229	73	78
ENSMUSG00000004038	22	9	7	9	54	58	16	22
ENSMUSG00000004040	173	140	118	126	573	700	589	820
ENSMUSG00000004043	18	15	32	37	106	142	83	144
ENSMUSG00000004044	20	10	4	8	177	188	51	83
ENSMUSG00000004054	842	634	572	573	1198	1332	1119	1567
ENSMUSG00000004056	1247	1023	905	935	2196	2512	2740	4011
ENSMUSG00000004069	593	501	378	361	1345	1411	887	1209
ENSMUSG00000004070	518	351	307	331	1053	1217	793	1108
ENSMUSG00000004071	1734	1292	1126	1134	2463	2623	2494	3485
ENSMUSG00000004085	434	332	217	263	761	851	774	1186
ENSMUSG00000004096	1034	824	791	755	1822	2082	1766	2343
ENSMUSG00000004098	1	1	1	0	13	11	3	4
ENSMUSG00000004099	3230	2703	2200	2147	5498	6158	8262	11231
ENSMUSG00000004100	1322	1148	1376	1348	1987	2390	2068	3021
ENSMUSG00000004105	410	306	343	326	257	310	473	675
ENSMUSG00000004110	24	25	60	42	23	19	38	44
ENSMUSG00000004113	54	37	97	111	482	512	156	218
ENSMUSG00000004127	375	334	347	330	795	903	832	1157
ENSMUSG00000004151	112	104	157	149	1012	1070	605	717
ENSMUSG00000004187	88	67	108	111	85	80	45	81
ENSMUSG00000004207	2282	1742	1439	1481	6704	7447	4883	6793
ENSMUSG00000004221	592	411	572	490	955	1038	841	1241
ENSMUSG00000004231	13	8	41	44	18	19	76	106
ENSMUSG00000004233	209	174	142	157	227	249	219	328
ENSMUSG00000004263	1843	1567	1615	1493	2394	2562	2533	3097
ENSMUSG00000004264	4442	3546	3576	3434	8284	9285	7707	11443
ENSMUSG00000004266	170	119	124	134	934	1091	418	714
ENSMUSG00000004267	49	52	161	123	95	91	56	64
ENSMUSG00000004268	2367	1906	1741	1753	4055	4621	3516	5202
ENSMUSG00000004270	610	414	586	523	2102	2254	2000	2650
ENSMUSG00000004285	1253	911	981	1017	2830	3230	1521	2532
ENSMUSG00000004296	0	0	0	0	0	0	0	0
ENSMUSG00000004317	886	624	712	707	1402	1677	2057	2546
ENSMUSG00000004319	491	357	458	482	1399	1517	749	977
ENSMUSG00000004328	161	143	209	214	980	1079	469	689
ENSMUSG00000004341	1	0	1	1	6	9	10	14
ENSMUSG00000004344	0	0	0	0	0	0	0	0
ENSMUSG00000004347	6	1	33	17	37	35	25	34
ENSMUSG00000004356	980	736	763	770	2366	2558	2632	3731
ENSMUSG00000004359	1	1	1	1	0	1	1	3
ENSMUSG00000004360	34	24	15	12	43	45	58	46
ENSMUSG00000004364	1464	1135	980	974	3361	3936	3313	4110
ENSMUSG00000004366	0	0	8	10	0	0	1	1
ENSMUSG00000004371	2	1	3	3	21	9	5	4
ENSMUSG00000004383	291	203	301	303	603	717	611	918
ENSMUSG00000004393	1314	1174	1050	1069	2828	3207	2303	3525
ENSMUSG00000004394	1175	981	939	937	1427	1613	1087	1468
ENSMUSG00000004415	1396	1019	1065	1118	90	106	102	120
ENSMUSG00000004446	285	201	229	194	1057	1213	935	1464
ENSMUSG00000004451	513	397	461	480	1677	1855	851	1403
ENSMUSG00000004455	3329	2756	2375	2262	5690	6404	5410	7138
ENSMUSG00000004460	786	669	610	652	2417	2739	1543	2102
ENSMUSG00000004462	420	302	252	248	753	933	635	902
ENSMUSG00000004473	31	14	23	28	71	83	46	73
ENSMUSG00000004500	156	153	92	90	176	228	206	232
ENSMUSG00000004508	103	91	69	58	35	36	128	192
ENSMUSG00000004530	1803	1448	1337	1328	4386	4706	4395	5923
ENSMUSG00000004535	1391	978	1058	1086	3261	3812	2258	3310
ENSMUSG00000004540	1	0	0	0	0	1	0	0
ENSMUSG00000004542	0	0	0	0	0	0	0	0
ENSMUSG00000004552	0	0	2	2	2	1	1	1
ENSMUSG00000004558	27	33	14	20	317	357	33	57
ENSMUSG00000004561	647	567	589	608	897	1032	755	1187
ENSMUSG00000004562	1402	1230	1369	1371	1352	1477	1102	1647
ENSMUSG00000004565	713	564	542	534	1428	1743	1083	1675
ENSMUSG00000004567	556	537	478	432	945	1060	778	1105
ENSMUSG00000004568	443	391	456	423	872	982	532	741
ENSMUSG00000004591	1728	1360	1253	1229	2846	3196	2769	3727
ENSMUSG00000004609	0	0	0	0	1	0	0	0
ENSMUSG00000004610	1105	801	787	795	1221	1346	937	1542
ENSMUSG00000004612	0	1	3	0	11	10	8	15
ENSMUSG00000004626	374	345	562	506	1503	1701	959	1298
ENSMUSG00000004630	0	1	0	0	0	0	0	0
ENSMUSG00000004631	266	227	296	316	494	532	396	588
ENSMUSG00000004633	49	24	45	50	249	270	104	146
ENSMUSG00000004637	90	52	35	52	180	175	170	241
ENSMUSG00000004642	1328	1038	907	864	2690	3074	2285	3258
ENSMUSG00000004651	0	0	0	0	2	4	0	0
ENSMUSG00000004654	1	0	0	0	0	0	0	0
ENSMUSG00000004655	5	3	10	9	8	8	6	8
ENSMUSG00000004661	3856	3308	3413	3234	13260	14413	12739	18268
ENSMUSG00000004665	559	419	852	891	1427	1749	444	644
ENSMUSG00000004667	1720	1294	1364	1476	2451	2745	1842	2718
ENSMUSG00000004668	0	0	0	0	1	1	0	1
ENSMUSG00000004677	1293	1041	1205	1148	1769	1977	2054	2836
ENSMUSG00000004698	21	19	25	11	59	61	40	52
ENSMUSG00000004707	0	0	0	0	0	0	0	0
ENSMUSG00000004709	0	0	0	0	0	0	3	0
ENSMUSG00000004730	0	0	1	0	0	1	0	0
ENSMUSG00000004748	135	101	122	103	340	393	234	298
ENSMUSG00000004768	528	387	331	324	795	857	858	1171
ENSMUSG00000004771	774	609	542	514	1618	1952	1231	1694
ENSMUSG00000004788	1123	934	850	886	1703	1901	1527	2166
ENSMUSG00000004789	2534	2157	1933	1919	4087	4776	4805	6856
ENSMUSG00000004791	34	35	94	92	24	15	68	89
ENSMUSG00000004798	427	327	242	247	496	585	633	852
ENSMUSG00000004814	0	0	0	1	0	0	0	0
ENSMUSG00000004815	468	396	411	401	462	543	439	646
ENSMUSG00000004821	0	0	0	0	0	0	0	0
ENSMUSG00000004837	2	1	9	8	19	20	8	7
ENSMUSG00000004842	0	0	0	0	0	0	0	0
ENSMUSG00000004843	382	321	291	260	982	1097	699	966
ENSMUSG00000004846	804	658	738	726	1030	1232	1058	1544
ENSMUSG00000004849	1081	815	791	745	1526	1656	1560	2219
ENSMUSG00000004864	26	24	183	201	426	423	158	246
ENSMUSG00000004865	2687	2307	2180	2141	3800	4247	3239	4427
ENSMUSG00000004872	1033	783	403	392	12	15	296	213
ENSMUSG00000004880	2373	1908	1738	1548	5334	6462	3507	5181
ENSMUSG00000004885	1871	1413	729	777	2565	2892	3855	5650
ENSMUSG00000004891	752	649	372	413	3162	3629	1598	2423
ENSMUSG00000004892	1	0	9	5	36	38	15	27
ENSMUSG00000004894	0	1	1	1	4	4	2	2
ENSMUSG00000004895	1080	894	668	655	1844	2116	1506	2116
ENSMUSG00000004896	460	406	401	434	474	502	554	640
ENSMUSG00000004897	5283	4235	4935	4885	20276	22884	14276	20563
ENSMUSG00000004902	16	18	36	41	43	68	52	83
ENSMUSG00000004929	1481	1270	1016	1108	2410	2889	2196	3562
ENSMUSG00000004931	431	346	354	342	677	722	442	711
ENSMUSG00000004933	48	39	48	35	46	55	21	46
ENSMUSG00000004934	719	526	458	460	911	1013	882	1297
ENSMUSG00000004936	839	697	663	616	3151	3476	1564	2407
ENSMUSG00000004937	1837	1487	1227	1185	3732	3972	3299	4777
ENSMUSG00000004939	1	0	0	0	0	1	0	0
ENSMUSG00000004945	1250	979	1052	1062	2230	2600	1652	2618
ENSMUSG00000004947	618	480	359	331	852	1018	750	1097
ENSMUSG00000004948	6	6	0	0	1	4	14	23
ENSMUSG00000004951	104	67	24	37	392	477	151	278
ENSMUSG00000004952	37	43	30	18	114	143	40	69
ENSMUSG00000004961	15	18	41	34	74	85	31	64
ENSMUSG00000004980	19588	16336	14220	14208	38312	44260	35860	48820
ENSMUSG00000004988	0	0	0	0	0	0	0	0
ENSMUSG00000004994	154	118	106	118	146	153	160	171
ENSMUSG00000004996	224	210	182	223	324	352	252	447
ENSMUSG00000005034	1084	784	695	686	2051	2279	2038	2759
ENSMUSG00000005043	155	129	116	119	199	243	285	452
ENSMUSG00000005045	31	31	28	43	88	96	28	43
ENSMUSG00000005054	484	328	457	491	1743	1969	800	1190
ENSMUSG00000005057	238	218	167	174	184	220	311	425
ENSMUSG00000005069	716	573	607	603	1558	1797	1429	2202
ENSMUSG00000005078	552	417	448	435	968	1083	697	1087
ENSMUSG00000005087	26	15	98	107	103	140	145	157
ENSMUSG00000005089	31	19	19	14	15	13	69	73
ENSMUSG00000005102	557	444	485	459	1125	1235	1277	1661
ENSMUSG00000005103	1734	1426	1456	1387	3554	3981	3025	4432
ENSMUSG00000005107	5	3	0	2	0	7	23	24
ENSMUSG00000005124	1	0	2	1	3	2	1	4
ENSMUSG00000005125	135	113	49	60	1373	1764	109	173
ENSMUSG00000005131	7	3	10	6	14	12	11	24
ENSMUSG00000005142	434	395	352	369	900	1096	721	1233
ENSMUSG00000005148	35	22	29	37	1472	1566	340	593
ENSMUSG00000005150	368	326	346	326	651	641	490	791
ENSMUSG00000005161	9973	7539	7364	7425	12883	15160	12095	18596
ENSMUSG00000005198	3918	3164	3007	2651	7919	8978	10313	13383
ENSMUSG00000005202	1	0	0	0	0	0	0	0
ENSMUSG00000005204	2799	2330	1961	1961	4227	5193	3671	5289
ENSMUSG00000005220	17	5	42	31	0	0	1	1
ENSMUSG00000005225	956	729	836	794	2589	3027	1220	1733
ENSMUSG00000005232	9	9	0	3	1	0	3	3
ENSMUSG00000005233	985	784	652	598	1935	2170	1462	2013
ENSMUSG00000005237	37	31	47	39	91	89	96	89
ENSMUSG00000005251	50	42	174	153	1116	1324	258	415
ENSMUSG00000005262	782	716	603	597	1394	1654	1418	1836
ENSMUSG00000005267	104	98	49	52	61	65	141	161
ENSMUSG00000005268	6	8	8	5	5	9	5	5
ENSMUSG00000005299	660	485	396	454	1371	1638	1115	1643
ENSMUSG00000005312	1637	1352	1222	1141	4972	5736	3406	4422
ENSMUSG00000005320	10	8	55	47	13	8	14	19
ENSMUSG00000005338	72	54	81	110	165	195	93	154
ENSMUSG00000005339	0	0	0	0	0	0	0	0
ENSMUSG00000005354	2295	1752	1678	1546	4631	5095	4176	6238
ENSMUSG00000005355	0	1	0	0	0	0	0	1
ENSMUSG00000005357	12	10	7	6	37	23	19	32
ENSMUSG00000005360	163	131	137	131	267	363	100	156
ENSMUSG00000005362	522	394	449	369	905	1092	740	1034
ENSMUSG00000005364	0	0	0	1	0	1	0	2
ENSMUSG00000005370	2214	1906	1413	1399	5062	6010	4946	6987
ENSMUSG00000005371	858	721	704	633	1116	1295	1385	1749
ENSMUSG00000005373	35	25	44	40	242	284	56	104
ENSMUSG00000005374	596	470	418	438	818	998	752	1007
ENSMUSG00000005378	706	596	521	555	1692	1825	1090	1550
ENSMUSG00000005397	88	59	260	270	303	317	247	376
ENSMUSG00000005410	5121	4267	3455	3422	10385	12567	9083	14356
ENSMUSG00000005413	330	302	227	239	1138	1271	473	754
ENSMUSG00000005417	3591	2874	2367	2326	4518	5003	5887	8104
ENSMUSG00000005442	2595	2126	2279	2119	2795	3230	2641	3394
ENSMUSG00000005447	1592	1247	1173	1211	2498	2974	1760	2610
ENSMUSG00000005465	0	0	1	0	7	2	1	3
ENSMUSG00000005469	1453	1137	915	817	3088	3358	2559	3582
ENSMUSG00000005470	915	745	393	382	840	918	1160	1607
ENSMUSG00000005474	0	0	0	0	0	0	0	0
ENSMUSG00000005481	2556	2005	1946	2007	5070	5947	3958	6459
ENSMUSG00000005483	970	715	541	532	1370	1552	884	1364
ENSMUSG00000005493	4	1	2	2	2	1	2	2
ENSMUSG00000005501	436	311	315	359	595	651	645	864
ENSMUSG00000005503	199	195	88	104	2959	3157	1312	2334
ENSMUSG00000005505	567	422	341	367	702	890	706	983
ENSMUSG00000005506	4006	3294	2875	2870	8432	9405	9161	12088
ENSMUSG00000005510	1018	860	753	796	2175	2530	1828	2765
ENSMUSG00000005514	773	666	618	598	2177	2640	1678	2388
ENSMUSG00000005533	1648	1186	1068	1062	1207	1314	1993	2523
ENSMUSG00000005534	457	343	346	296	695	762	754	935
ENSMUSG00000005540	0	0	0	0	0	0	0	0
ENSMUSG00000005547	1	0	0	0	3	0	0	1
ENSMUSG00000005553	12	14	18	15	38	48	17	32
ENSMUSG00000005566	13588	11432	9760	9628	27380	30326	26415	38981
ENSMUSG00000005575	1410	1168	1131	1045	3607	3846	2926	3959
ENSMUSG00000005580	13	8	6	12	26	39	12	33
ENSMUSG00000005583	8	11	20	21	39	48	46	100
ENSMUSG00000005609	1049	860	738	696	1876	2442	1630	2165
ENSMUSG00000005610	22843	18270	14266	13856	36715	43087	39815	54889
ENSMUSG00000005611	1	0	1	1	0	0	1	2
ENSMUSG00000005615	535	422	229	276	840	907	981	1431
ENSMUSG00000005621	785	597	654	610	1360	1471	1319	1745
ENSMUSG00000005625	2480	1887	2004	1845	3800	4526	2875	4411
ENSMUSG00000005628	50	30	33	38	19	10	15	19
ENSMUSG00000005640	431	408	108	91	5	5	2	2
ENSMUSG00000005649	2	0	1	0	1	4	2	0
ENSMUSG00000005656	1367	1054	1111	1091	3016	3571	2403	3404
ENSMUSG00000005667	907	702	666	604	1239	1425	1213	1646
ENSMUSG00000005672	294	210	662	691	1749	2147	526	805
ENSMUSG00000005674	642	505	545	549	1267	1360	789	1108
ENSMUSG00000005677	0	0	1	0	0	0	0	0
ENSMUSG00000005681	1	1	0	0	0	1	0	1
ENSMUSG00000005682	1373	1258	1654	1552	2353	2760	2404	3189
ENSMUSG00000005683	3389	2693	2126	2106	5989	6813	7868	10943
ENSMUSG00000005686	22	13	8	5	10	14	21	28
ENSMUSG00000005687	1238	970	891	905	3442	3936	2702	3751
ENSMUSG00000005696	0	0	1	0	0	0	0	0
ENSMUSG00000005698	2061	1767	1588	1551	3942	4477	3873	5137
ENSMUSG00000005699	141	98	79	105	205	220	113	145
ENSMUSG00000005705	3	4	3	1	0	3	0	4
ENSMUSG00000005716	0	0	0	0	0	0	0	0
ENSMUSG00000005718	506	429	369	315	726	893	1004	1515
ENSMUSG00000005732	3697	2813	2451	2616	6845	7911	7220	9083
ENSMUSG00000005763	1	2	2	2	0	0	2	5
ENSMUSG00000005774	396	349	349	297	688	745	635	743
ENSMUSG00000005779	2974	2267	2388	2270	7372	8167	4514	7474
ENSMUSG00000005800	0	0	0	0	0	0	0	0
ENSMUSG00000005802	364	280	227	251	372	392	544	704
ENSMUSG00000005803	7	10	25	16	76	74	35	35
