p_val	avg_log2FC	pct.1	pct.2	p_val_adj	name	loci	tissue
1.81E-05	0.72806891	0.248	0.137	0.579170139	Sec23ip	other	NMPs
1.81E-05	0.460095088	0.55	0.412	0.580191451	Skap2	other	NMPs
1.86E-05	0.291127912	0.834	0.727	0.597876793	Rex1bd	other	NMPs
1.88E-05	0.197868325	0.994	0.982	0.601869945	Dbi	other	NMPs
1.91E-05	-0.288778621	0.887	0.92	0.611380598	2810004N23Rik	other	NMPs
2.07E-05	0.217381552	0.964	0.918	0.6635877	Ifitm1	other	NMPs
2.08E-05	-0.468382845	0.614	0.667	0.667977638	Cxxc5	other	NMPs
2.19E-05	0.218561527	0.904	0.859	0.702449008	Mrpl18	other	NMPs
2.21E-05	-0.33007633	0.841	0.871	0.709745318	Fam162a	other	NMPs
2.22E-05	1.258458122	0.098	0.034	0.712035996	Tnfrsf12a	other	NMPs
2.22E-05	0.25495088	0.911	0.826	0.712908479	Sf3b6	other	NMPs
2.22E-05	0.516694845	0.335	0.206	0.712966123	Zfp593	other	NMPs
2.26E-05	4.491033854	0.03	0	0.724072312	Hoxa6	HoxABCD	NMPs
2.26E-05	4.290644316	0.03	0	0.724072312	Mir10a	HoxABCD	NMPs
2.45E-05	0.578373175	0.389	0.265	0.785811034	Usf1	other	NMPs
2.49E-05	0.330858951	0.794	0.648	0.799828214	Ssu72	other	NMPs
2.52E-05	-0.087543201	1	1	0.80948514	Rpl28	other	NMPs
2.54E-05	0.256138894	0.851	0.764	0.815655448	Ube2b	other	NMPs
2.58E-05	-1.352156123	0.049	0.122	0.827741138	Wnt6	other	NMPs
2.60E-05	0.319266614	0.777	0.621	0.83367602	Spcs1	other	NMPs
2.71E-05	0.215888013	0.919	0.854	0.870030017	Eif3m	other	NMPs
2.75E-05	-0.136745181	0.998	1	0.883431737	Pabpc1	other	NMPs
2.78E-05	0.139316988	1	1	0.892033716	mt-Nd4	other	NMPs
2.79E-05	0.137635449	1	0.993	0.896363879	Ndufa4	other	NMPs
2.89E-05	0.19129435	0.992	0.968	0.927566053	Ndufa13	other	NMPs
3.15E-05	0.553846541	0.289	0.173	1	Acot13	other	NMPs
3.21E-05	-0.898454137	0.225	0.318	1	Rian	other	NMPs
3.22E-05	0.117867495	0.998	0.998	1	Ranbp1	other	NMPs
3.23E-05	0.306293542	0.817	0.725	1	Ddt	other	NMPs
3.33E-05	0.511455652	0.344	0.219	1	Rbm7	other	NMPs
3.37E-05	-0.765439943	0.236	0.333	1	Ro60	other	NMPs
3.68E-05	0.286559133	0.873	0.767	1	Rnaseh2c	other	NMPs
3.72E-05	0.686140795	0.263	0.156	1	Tle5	other	NMPs
3.75E-05	0.323528771	0.701	0.533	1	Sox2	other	NMPs
3.88E-05	0.42317721	0.527	0.384	1	Mff	other	NMPs
3.90E-05	-0.766661627	0.363	0.429	1	Exo1	other	NMPs
3.95E-05	0.545768266	0.291	0.171	1	Tiparp	other	NMPs
3.97E-05	0.373548721	0.563	0.392	1	Mmadhc	other	NMPs
3.98E-05	0.584581496	0.274	0.161	1	Ift57	other	NMPs
4.05E-05	0.685654155	0.282	0.169	1	Tbl1xr1	other	NMPs
4.06E-05	0.186185992	0.962	0.953	1	Cacybp	other	NMPs
4.09E-05	2.052883493	0.049	0.008	1	Cnr1	other	NMPs
4.17E-05	0.550667632	0.376	0.248	1	Dlgap5	other	NMPs
4.23E-05	-1.637423573	0.062	0.134	1	Chml	other	NMPs
4.24E-05	0.416101716	0.357	0.221	1	Tmem60	other	NMPs
4.35E-05	0.905955391	0.134	0.059	1	Cxxc4	other	NMPs
4.36E-05	0.125729578	0.992	0.995	1	Nme1	other	NMPs
4.37E-05	0.36207905	0.552	0.405	1	Nae1	other	NMPs
4.42E-05	-0.059241701	1	1	1	Rps8	other	NMPs
4.48E-05	0.327112834	0.614	0.456	1	1810037I17Rik	other	NMPs
4.48E-05	-0.068663095	1	1	1	Rpl32	other	NMPs
4.54E-05	0.777016	0.178	0.089	1	Pcgf5	other	NMPs
4.56E-05	0.462952196	0.442	0.295	1	Ndufs1	other	NMPs
4.57E-05	0.927587958	0.14	0.064	1	Gas2l3	other	NMPs
4.60E-05	0.432697461	0.41	0.27	1	Rpa3	other	NMPs
4.61E-05	-0.559861991	0.42	0.484	1	Gm5805	other	NMPs
4.61E-05	0.56427802	0.255	0.146	1	Rpl19-ps11	other	NMPs
4.67E-05	0.404070771	0.588	0.439	1	Gpbp1	other	NMPs
4.70E-05	0.695892624	0.225	0.124	1	Hspa13	other	NMPs
4.72E-05	1.954533237	0.062	0.015	1	Cldn9	other	NMPs
4.73E-05	0.345955857	0.845	0.757	1	Bex4	other	NMPs
4.76E-05	0.331543104	0.769	0.628	1	Rbp1	other	NMPs
4.81E-05	0.413549246	0.624	0.482	1	Hmgcr	other	NMPs
4.85E-05	0.32080697	0.618	0.479	1	Coq7	other	NMPs
4.92E-05	0.390095396	0.507	0.358	1	Pmvk	other	NMPs
4.95E-05	1.174675282	0.104	0.04	1	Fgf18	other	NMPs
5.02E-05	0.245622494	0.866	0.765	1	Micos13	other	NMPs
5.25E-05	0.394411709	0.516	0.367	1	Ormdl2	other	NMPs
5.37E-05	0.156822328	0.994	0.988	1	Ssb	other	NMPs
5.43E-05	0.591056749	0.297	0.183	1	Itga6	other	NMPs
5.54E-05	-0.259541957	0.862	0.846	1	Morf4l1	other	NMPs
5.66E-05	0.707108225	0.276	0.164	1	1500009L16Rik	other	NMPs
5.67E-05	0.524671106	0.365	0.238	1	Ngdn	other	NMPs
5.69E-05	0.948894725	0.127	0.055	1	Dusp5	other	NMPs
5.73E-05	0.559735062	0.318	0.199	1	Mtss1	other	NMPs
5.91E-05	-0.914889704	0.185	0.275	1	Akt3	other	NMPs
6.13E-05	0.121623459	0.998	0.998	1	Snrpe	other	NMPs
6.16E-05	0.503330945	0.478	0.333	1	Pycr2	other	NMPs
6.17E-05	0.732291075	0.197	0.106	1	Zdhhc12	other	NMPs
6.54E-05	0.171334574	0.977	0.968	1	Atp5a1	other	NMPs
6.66E-05	0.38745907	0.599	0.456	1	Med21	other	NMPs
6.69E-05	0.26896222	0.841	0.722	1	Snrnp40	other	NMPs
6.75E-05	0.131356057	1	1	1	mt-Nd1	other	NMPs
6.82E-05	0.59285265	0.21	0.112	1	Slc5a3	other	NMPs
6.89E-05	0.320226722	0.741	0.62	1	Sema6a	other	NMPs
6.98E-05	0.937180591	0.134	0.06	1	Steap1	other	NMPs
7.16E-05	0.531999003	0.403	0.28	1	Acyp1	other	NMPs
7.18E-05	-0.598082705	0.418	0.487	1	Cadm1	other	NMPs
7.20E-05	0.655441268	0.185	0.094	1	Mindy3	other	NMPs
7.32E-05	0.660443377	0.291	0.181	1	Pura	other	NMPs
7.54E-05	0.370853323	0.512	0.363	1	Mrps22	other	NMPs
7.55E-05	0.549246657	0.401	0.278	1	Tmem223	other	NMPs
7.60E-05	0.478403307	0.408	0.27	1	Psmd5	other	NMPs
7.92E-05	0.363171149	0.429	0.29	1	Spop	other	NMPs
8.14E-05	0.452119732	0.484	0.345	1	Nudt1	other	NMPs
8.22E-05	0.453527696	0.408	0.273	1	Nudt2	other	NMPs
8.39E-05	-0.506852159	0.495	0.558	1	Desi2	other	NMPs
8.48E-05	0.262204933	0.643	0.489	1	Pam16	other	NMPs
8.61E-05	1.511790461	0.066	0.018	1	Sema5b	other	NMPs
8.87E-05	4.126701126	0.025	0	1	Id4	other	NMPs
8.89E-05	0.157738432	0.989	0.972	1	Selenoh	other	NMPs
8.89E-05	0.259755087	0.862	0.801	1	Polr2e	other	NMPs
8.98E-05	-0.472678043	0.605	0.642	1	Foxb1	other	NMPs
9.20E-05	1.752402695	0.059	0.015	1	Fam174c	other	NMPs
9.39E-05	1.74687001	0.068	0.02	1	Zic1	other	NMPs
9.40E-05	0.260250436	0.868	0.771	1	Ebna1bp2	other	NMPs
9.50E-05	0.488921616	0.355	0.229	1	Ino80e	other	NMPs
9.63E-05	0.239103585	0.792	0.655	1	Rspo3	other	NMPs
9.78E-05	0.645301904	0.251	0.149	1	Haspin	other	NMPs
9.80E-05	0.658571977	0.238	0.137	1	Arxes2	other	NMPs
9.86E-05	0.494799056	0.365	0.245	1	Urm1	other	NMPs
1.00E-04	0.414914784	0.344	0.214	1	Far1	other	NMPs
0.000101076	0.396565586	0.565	0.425	1	Fnta	other	NMPs
0.000104176	-0.346029613	0.817	0.804	1	Psmd14	other	NMPs
0.000104562	0.521686286	0.28	0.169	1	Dck	other	NMPs
0.000107115	0.452246302	0.558	0.42	1	Gm4617	other	NMPs
0.000107335	0.58105533	0.282	0.178	1	Tnfaip8	other	NMPs
0.000107571	1.013547406	0.13	0.06	1	Gamt	other	NMPs
0.000109867	0.343792527	0.556	0.407	1	Cdc26	other	NMPs
0.000110693	1.454741728	0.068	0.02	1	Stk26	other	NMPs
0.00011345	1.971217935	0.049	0.01	1	Svep1	other	NMPs
0.000114218	0.140333297	0.994	0.99	1	Cox5a	other	NMPs
0.000114878	0.315582119	0.713	0.583	1	Mrps17	other	NMPs
0.00011615	0.458946333	0.338	0.218	1	2010320M18Rik	other	NMPs
0.000117695	0.259649369	0.682	0.526	1	Tmem147	other	NMPs
0.000117927	0.340569383	0.529	0.385	1	Vbp1	other	NMPs
0.000118325	0.222798635	0.862	0.742	1	Ube2m	other	NMPs
0.000118641	0.808361207	0.155	0.077	1	Cklf	other	NMPs
0.000119394	0.437855496	0.384	0.25	1	Tmx1	other	NMPs
0.000123645	0.2394308	0.958	0.883	1	Psmd7	other	NMPs
0.000124826	0.179142734	0.962	0.923	1	Pfdn2	other	NMPs
0.000126677	0.24168783	0.877	0.799	1	Ddx39	other	NMPs
0.000127357	0.408276505	0.488	0.342	1	Eef1e1	other	NMPs
0.000129191	0.270003001	0.798	0.675	1	Taldo1	other	NMPs
0.000129221	0.434039104	0.297	0.181	1	Cers5	other	NMPs
0.000130226	1.088442167	0.1	0.04	1	Uggt2	other	NMPs
0.000131811	0.090120336	1	1	1	Rpl9	other	NMPs
0.000132199	-0.635305033	0.35	0.424	1	Soat1	other	NMPs
0.000133296	0.365851236	0.605	0.489	1	Pspc1	other	NMPs
0.000133968	0.734176219	0.134	0.062	1	Slain1	other	NMPs
0.000135907	0.453664873	0.403	0.271	1	Ppp3cb	other	NMPs
0.000139248	2.303952055	0.045	0.008	1	Gm32856	other	NMPs
0.000139298	0.500332766	0.423	0.295	1	Vmp1	other	NMPs
0.000141376	0.413302546	0.603	0.457	1	Mapk1	other	NMPs
0.000142858	0.470169474	0.403	0.27	1	Ppp5c	other	NMPs
0.000143762	0.512252805	0.301	0.189	1	Lpar1	other	NMPs
0.000144536	0.181853124	0.989	0.992	1	Gm29216	other	NMPs
0.000146715	0.199880798	0.89	0.866	1	Psma6	other	NMPs
0.000150598	-0.123334618	0.998	0.995	1	Rpl7	other	NMPs
0.000150623	1.698055334	0.045	0.008	1	Gm3739	other	NMPs
0.000156856	0.307845179	0.669	0.518	1	Fam49b	other	NMPs
0.000157178	0.939557209	0.132	0.062	1	Pmp22	other	NMPs
0.000162974	0.354852315	0.677	0.558	1	Rp9	other	NMPs
0.000163409	0.295589587	0.73	0.598	1	Cirbp	other	NMPs
0.00016362	0.887706671	0.113	0.049	1	Tomm40l	other	NMPs
0.000164705	-0.217600556	0.926	0.938	1	Luc7l3	other	NMPs
0.000164806	-0.181216547	0.975	0.978	1	Gm11942	other	NMPs
0.000167114	0.595751563	0.306	0.198	1	Commd10	other	NMPs
0.000167595	0.197290624	0.949	0.889	1	Psmb2	other	NMPs
0.000167853	0.273191177	0.813	0.7	1	Ndufa12-ps	other	NMPs
0.000167945	1.690122368	0.051	0.012	1	Lgi2	other	NMPs
0.000168525	1.341678821	0.083	0.03	1	Gm42680	other	NMPs
0.000168985	0.321677159	0.616	0.477	1	Wdr74	other	NMPs
0.000171879	-0.631528521	0.384	0.449	1	Cdc73	other	NMPs
0.000172706	0.478313752	0.265	0.161	1	Fam207a	other	NMPs
0.00017393	0.509851277	0.291	0.179	1	Mtfr1	other	NMPs
0.000175759	0.433744175	0.359	0.24	1	Slc37a3	other	NMPs
0.000176327	0.116964244	1	0.997	1	Sem1	other	NMPs
0.000177244	0.238664702	0.864	0.754	1	Map2k2	other	NMPs
0.000177477	-0.367412259	0.582	0.628	1	Lef1	other	NMPs
0.000177893	0.489734691	0.291	0.181	1	Npm3-ps1	other	NMPs
0.000178092	-0.06721212	1	1	1	Hsp90ab1	other	NMPs
0.000178566	0.750992528	0.168	0.089	1	Inafm1	other	NMPs
0.000179291	0.383301052	0.427	0.286	1	Ccdc115	other	NMPs
0.000179944	0.265887796	0.703	0.576	1	Ncbp2	other	NMPs
0.000183561	1.477129099	0.066	0.02	1	Gm37558	other	NMPs
0.000184426	1.421611361	0.11	0.049	1	Harbi1	other	NMPs
0.000185713	0.381832994	0.554	0.43	1	Rrs1	other	NMPs
0.00018588	0.171625596	0.981	0.966	1	Ndufb8	other	NMPs
0.000185957	0.161400037	0.977	0.972	1	H3f3a	other	NMPs
0.000188844	-1.842446824	0.019	0.067	1	Gm11599	other	NMPs
0.000189626	0.483661151	0.393	0.275	1	Gm9347	other	NMPs
0.00019267	0.614213348	0.219	0.127	1	Bag2	other	NMPs
0.000193099	0.296100317	0.773	0.683	1	Ssr2	other	NMPs
0.000196651	0.290623573	0.798	0.69	1	Ube2e3	other	NMPs
0.000205868	0.561440478	0.227	0.131	1	2310061I04Rik	other	NMPs
0.000207151	0.570888224	0.223	0.131	1	Pkp2	other	NMPs
0.000207577	0.296975384	0.677	0.528	1	Naa38	other	NMPs
0.000209998	0.391023515	0.49	0.36	1	Nmd3	other	NMPs
0.000212681	0.417106024	0.395	0.266	1	Gm4322	other	NMPs
0.000217206	0.472351124	0.282	0.178	1	Ndfip2	other	NMPs
0.000218198	0.329868425	0.709	0.613	1	Selenok	other	NMPs
0.000218357	-0.125948713	0.998	0.993	1	Snrpg	other	NMPs
0.000221044	3.020136754	0.028	0.002	1	Hspb6	other	NMPs
0.000228959	1.327883983	0.068	0.022	1	Hmgn2-ps1	other	NMPs
0.000231918	0.205019763	0.877	0.777	1	Lsm3	other	NMPs
0.000232225	2.324633895	0.032	0.003	1	Kcnab3	other	NMPs
0.000233906	-0.406732404	0.569	0.596	1	Fh1	other	NMPs
0.00023391	2.34388329	0.032	0.003	1	Mir219a-2	other	NMPs
0.000234174	1.101127151	0.068	0.022	1	Eef2k	other	NMPs
0.0002346	0.310434194	0.561	0.394	1	Pole4	other	NMPs
0.00023474	0.780214763	0.155	0.08	1	Stra6l	other	NMPs
0.000234844	0.465351155	0.335	0.221	1	Nipsnap3b	other	NMPs
0.000243173	0.284626797	0.728	0.616	1	Cops4	other	NMPs
0.000244332	0.657015386	0.234	0.141	1	Wwp2	other	NMPs
0.000250061	0.603069595	0.14	0.067	1	Elovl4	other	NMPs
0.000250992	0.239790575	0.877	0.797	1	Gm1673	other	NMPs
0.000251911	0.155443982	1	0.99	1	Hnrnpab	other	NMPs
0.000253317	-0.474368243	0.429	0.497	1	Ap2a2	other	NMPs
0.000254076	0.440789389	0.261	0.159	1	Riox1	other	NMPs
0.000257655	-0.653397284	0.312	0.387	1	Zfp703	other	NMPs
0.000257738	0.385244286	0.459	0.317	1	Farsa	other	NMPs
0.000263415	-0.490688156	0.45	0.528	1	Cald1	other	NMPs
0.000267004	0.179463052	0.983	0.96	1	Dynll1	other	NMPs
0.0002673	1.998479778	0.042	0.008	1	Gm47438	other	NMPs
0.000271462	1.931408202	0.049	0.012	1	Gli1	other	NMPs
0.000273392	0.513740145	0.333	0.218	1	Lpcat3	other	NMPs
0.00027495	0.30186982	0.58	0.43	1	Ube2q1	other	NMPs
0.000275013	0.765807575	0.125	0.059	1	Gpn2	other	NMPs
0.000277002	0.171462086	0.968	0.943	1	Cct7	other	NMPs
0.000277598	1.229513038	0.062	0.018	1	Mapk11	other	NMPs
0.000284822	0.909123731	0.13	0.064	1	Cdkn2d	other	NMPs
0.000287114	0.560826944	0.178	0.095	1	Atpaf2	other	NMPs
0.000288659	0.827054285	0.18	0.102	1	Tmem189	other	NMPs
0.000290751	0.309305752	0.582	0.43	1	Zfand6	other	NMPs
0.000291496	0.354443839	0.58	0.43	1	Sgta	other	NMPs
0.000295793	-0.993068096	0.07	0.139	1	Usp29	other	NMPs
0.000304253	0.356805919	0.386	0.253	1	Yipf5	other	NMPs
0.00030518	0.468792212	0.329	0.216	1	Bckdhb	other	NMPs
0.000306726	1.39787975	0.064	0.02	1	Acot2	other	NMPs
0.000310316	0.431807621	0.367	0.248	1	Trappc2l	other	NMPs
0.000312246	0.404218899	0.476	0.352	1	Hnrnpll	other	NMPs
0.000314777	0.308080897	0.692	0.563	1	Rcn2	other	NMPs
0.000320903	0.478483783	0.312	0.203	1	Med31	other	NMPs
0.000322812	0.352889648	0.563	0.419	1	Ccnb1	other	NMPs
0.000326083	0.533412855	0.236	0.142	1	Slc25a17	other	NMPs
0.000326789	0.150686309	0.994	0.977	1	Cct5	other	NMPs
0.000331816	0.74290795	0.081	0.03	1	Pou3f2	other	NMPs
0.000336376	0.341976017	0.482	0.34	1	Riok1	other	NMPs
0.000345618	-0.302708972	0.773	0.781	1	Sec62	other	NMPs
0.000346018	0.935244549	0.138	0.07	1	Svil	other	NMPs
0.000346101	-1.462998416	0.042	0.099	1	Gm37899	other	NMPs
0.000350827	-0.869672706	0.176	0.253	1	Golim4	other	NMPs
0.000352513	-0.669341478	0.327	0.392	1	Gm5905	other	NMPs
0.000352722	-0.775564202	0.176	0.258	1	Lrp1	other	NMPs
0.000353569	0.509784147	0.217	0.127	1	1700086O06Rik	other	NMPs
0.000360723	0.473803946	0.412	0.291	1	Pim1	other	NMPs
0.000362021	0.424544377	0.312	0.201	1	Gnal	other	NMPs
0.000363044	0.520815958	0.265	0.166	1	Nudcd1	other	NMPs
0.000363133	0.43045236	0.501	0.395	1	Tfrc	other	NMPs
0.000363547	0.77720831	0.121	0.057	1	Bid	other	NMPs
0.000365078	0.462803141	0.365	0.246	1	Gdf11	other	NMPs
0.000368914	0.366784937	0.703	0.568	1	Lmo4	other	NMPs
0.000369492	0.491021858	0.318	0.208	1	Taf13	other	NMPs
0.000373746	0.693060798	0.189	0.107	1	Anxa5	other	NMPs
0.000375651	0.493370116	0.338	0.226	1	Lrrfip2	other	NMPs
0.000380172	0.282314026	0.813	0.705	1	Pfdn6	other	NMPs
0.000386418	0.776275875	0.159	0.087	1	C230038L03Rik	other	NMPs
0.000386523	0.324278934	0.601	0.477	1	Ube2j2	other	NMPs
0.000393224	0.48960428	0.318	0.209	1	Insig1	other	NMPs
0.000394519	2.272937303	0.034	0.005	1	Gm47123	other	NMPs
0.000398051	1.446565851	0.068	0.023	1	Sema3c	other	NMPs
0.000399061	0.291707702	0.722	0.611	1	Imp3	other	NMPs
0.000399787	-0.569570559	0.263	0.35	1	C130089K02Rik	other	NMPs
0.000400977	0.449635764	0.423	0.305	1	Ndufb4	other	NMPs
0.000401033	0.292922294	0.658	0.529	1	Mtpn	other	NMPs
0.000401533	0.321996622	0.482	0.335	1	Tm2d3	other	NMPs
0.000401905	0.138367621	0.994	0.988	1	Rpl27	other	NMPs
0.000407054	0.345738719	0.601	0.497	1	Mthfd2	other	NMPs
0.000409846	0.696059467	0.144	0.074	1	Rhpn2	other	NMPs
0.000411362	0.348098753	0.346	0.226	1	Smyd2	other	NMPs
0.000411463	0.219436799	0.843	0.73	1	Psmb5	other	NMPs
0.00041306	0.238800113	0.548	0.389	1	Dnajc21	other	NMPs
0.000417932	0.318485754	0.52	0.367	1	Rab7	other	NMPs
0.000421239	-0.412979384	0.624	0.647	1	Rrbp1	other	NMPs
0.000421663	-0.109408255	1	1	1	Rpl31	other	NMPs
0.000429018	0.244307197	0.847	0.724	1	Tipin	other	NMPs
0.00043371	-0.583280265	0.439	0.484	1	AC149090.1	other	NMPs
0.00043529	2.490061537	0.03	0.003	1	Nanos3	other	NMPs
0.000436572	1.02433222	0.113	0.054	1	C1ql1	other	NMPs
0.000436734	0.53336249	0.161	0.087	1	Igf2r	other	NMPs
0.000444301	0.545549949	0.272	0.171	1	Mthfd2l	other	NMPs
0.000444532	0.284921195	0.66	0.497	1	Rraga	other	NMPs
0.00044566	0.102704405	1	0.995	1	Fkbp3	other	NMPs
0.00045172	0.528912323	0.255	0.159	1	Gm15421	other	NMPs
0.000452741	1.716220584	0.03	0.003	1	Gm45537	other	NMPs
0.000455495	0.822753236	0.159	0.087	1	Bace1	other	NMPs
0.000457064	0.509388292	0.153	0.08	1	Camta1	other	NMPs
0.000458066	0.490126712	0.214	0.127	1	5730480H06Rik	other	NMPs
0.000458631	0.426052774	0.403	0.285	1	Nampt	other	NMPs
0.000459359	0.19201766	0.851	0.76	1	Ewsr1	other	NMPs
0.000480014	0.29338282	0.605	0.459	1	Isoc1	other	NMPs
0.000480615	0.485986203	0.342	0.233	1	Yrdc	other	NMPs
0.000483007	-0.171450656	0.947	0.93	1	Ppig	other	NMPs
0.000487227	0.602125324	0.223	0.136	1	Ints6	other	NMPs
0.000488692	0.070879745	1	1	1	Rps11	other	NMPs
0.00049224	0.359991554	0.427	0.3	1	Rap1a	other	NMPs
0.000492241	0.241956645	0.792	0.677	1	Polr2h	other	NMPs
0.000492739	0.407297921	0.372	0.255	1	4933434E20Rik	other	NMPs
0.000495144	0.596447974	0.197	0.114	1	Uqcc1	other	NMPs
0.000500973	0.610539241	0.159	0.087	1	Spryd7	other	NMPs
0.000510646	0.788997203	0.151	0.08	1	Asl	other	NMPs
0.000513396	0.375467272	0.297	0.193	1	Prdx3	other	NMPs
0.00051619	0.302326707	0.764	0.673	1	Dynlrb1	other	NMPs
0.000516468	0.544412786	0.225	0.137	1	Casp6	other	NMPs
0.000518565	0.381624469	0.406	0.286	1	Arl1	other	NMPs
0.00052548	1.630803456	0.047	0.012	1	Gm43130	other	NMPs
0.000527852	0.405037509	0.384	0.263	1	Dpm2	other	NMPs
0.000536334	-1.17317032	0.049	0.107	1	Fgf9	other	NMPs
0.000542239	0.874719445	0.115	0.055	1	Gm42676	other	NMPs
0.00054362	-0.207866852	0.911	0.913	1	Taf1d	other	NMPs
0.000548244	0.683174407	0.172	0.097	1	Calml4	other	NMPs
0.00055342	1.089457722	0.083	0.034	1	Lix1	other	NMPs
0.000553543	0.603364006	0.214	0.131	1	Pdia5	other	NMPs
0.000554077	0.265574505	0.851	0.749	1	Rac1	other	NMPs
0.000559724	0.238508254	0.633	0.506	1	E2f5	other	NMPs
0.000577791	0.282665109	0.584	0.43	1	Pop5	other	NMPs
0.000583336	0.18471324	0.943	0.918	1	Alyref	other	NMPs
0.000587543	0.238331205	0.82	0.737	1	Sumo3	other	NMPs
0.000589235	-0.227306393	0.87	0.894	1	Fscn1	other	NMPs
0.000590749	0.305605463	0.652	0.548	1	Spag7	other	NMPs
0.00059356	0.573686595	0.134	0.067	1	Gucy1a2	other	NMPs
0.000594998	0.499962232	0.248	0.157	1	Map7d2	other	NMPs
0.000595057	0.200566019	0.909	0.866	1	Nudcd2	other	NMPs
0.000596214	0.389317579	0.408	0.281	1	Dhps	other	NMPs
0.000597167	0.649228231	0.176	0.101	1	Parva	other	NMPs
0.000598475	0.301135023	0.754	0.637	1	Glo1	other	NMPs
0.00060657	0.817875883	0.108	0.05	1	Smoc2	other	NMPs
0.000607288	0.384930908	0.346	0.238	1	Dda1	other	NMPs
0.000617352	0.37344925	0.575	0.436	1	Mydgf	other	NMPs
0.000621193	0.974654642	0.1	0.045	1	Gm37105	other	NMPs
0.000624072	0.261380724	0.758	0.638	1	Aarsd1	other	NMPs
0.000629367	0.349587396	0.355	0.24	1	Anapc2	other	NMPs
0.000646594	-1.027472744	0.091	0.159	1	Rn7sk	other	NMPs
0.000653205	0.465913842	0.229	0.141	1	Oaf	other	NMPs
0.000653788	0.173559538	0.962	0.93	1	Cct4	other	NMPs
0.000654345	1.059912222	0.108	0.052	1	Sft2d1	other	NMPs
0.000654527	0.450426117	0.287	0.186	1	Ifrd2	other	NMPs
0.000656621	0.995157473	0.085	0.035	1	N4bp3	other	NMPs
0.000674224	0.430081932	0.38	0.266	1	Mzt1	other	NMPs
0.000677676	0.824903567	0.132	0.069	1	Cdk10	other	NMPs
0.000679189	0.94927708	0.087	0.037	1	Mfng	other	NMPs
0.000687279	0.856082945	0.104	0.049	1	Gchfr	other	NMPs
0.000688404	0.564146877	0.193	0.114	1	1110008P14Rik	other	NMPs
0.000697368	-0.21811056	0.858	0.868	1	Cdca7	other	NMPs
0.000706106	-1.056141388	0.079	0.142	1	mt-Tq	other	NMPs
0.000722134	2.400076248	0.032	0.005	1	Gm42648	other	NMPs
0.000728087	0.634430371	0.191	0.112	1	Chd1l	other	NMPs
0.000732885	0.234100904	0.854	0.802	1	Rps4l	other	NMPs
0.000745955	0.783988044	0.119	0.059	1	Ddhd1	other	NMPs
0.000754276	0.417703641	0.393	0.281	1	Greb1l	other	NMPs
0.000765107	0.266205599	0.707	0.615	1	Zwint	other	NMPs
0.000766087	0.295445284	0.348	0.238	1	Syne2	other	NMPs
0.000770685	-0.27292018	0.83	0.841	1	Ppid	other	NMPs
0.000786706	0.375239036	0.318	0.211	1	Mtres1	other	NMPs
0.000789403	-0.702055708	0.274	0.342	1	Pak1	other	NMPs
0.000793651	-0.417922949	0.628	0.66	1	Fundc2	other	NMPs
0.000801391	0.79092195	0.127	0.065	1	Oscp1	other	NMPs
0.000802026	0.471251642	0.227	0.142	1	Dync2h1	other	NMPs
0.000802181	0.98115436	0.076	0.03	1	Gm14269	other	NMPs
0.000802786	0.394086037	0.344	0.236	1	Shmt1	other	NMPs
0.000804671	0.482411368	0.231	0.144	1	Gm9830	other	NMPs
0.000815888	0.190877709	0.777	0.653	1	Dph3	other	NMPs
0.000817547	0.319692127	0.694	0.593	1	Acat2	other	NMPs
0.00081809	2.841038838	0.028	0.003	1	Tmtc2	other	NMPs
0.00082039	0.48145189	0.208	0.124	1	Twf2	other	NMPs
0.000823894	2.72337674	0.028	0.003	1	Gm16437	other	NMPs
0.000826574	0.931916463	0.066	0.023	1	9630050E16Rik	other	NMPs
0.000833573	0.767620875	0.1	0.045	1	Gm27803	other	NMPs
0.000833728	0.550695008	0.316	0.216	1	Exosc9	other	NMPs
0.000836206	0.374352455	0.397	0.285	1	Tex30	other	NMPs
0.00084501	0.314871612	0.703	0.559	1	Arpc3	other	NMPs
0.000847478	0.541908749	0.183	0.106	1	Gm8692	other	NMPs
0.000850489	2.355337254	0.028	0.003	1	9330160F10Rik	other	NMPs
0.000854437	0.347106152	0.493	0.363	1	Ube2d1	other	NMPs
0.000854516	0.242062036	0.448	0.315	1	Mrps30	other	NMPs
0.000860371	0.741415723	0.14	0.075	1	Pi4k2b	other	NMPs
0.000860696	2.802820857	0.023	0.002	1	Gm6365	other	NMPs
0.000863133	0.514887198	0.24	0.151	1	Rsu1	other	NMPs
0.000872312	0.679519521	0.102	0.047	1	Frat2	other	NMPs
0.00087493	0.605546491	0.246	0.162	1	Mier3	other	NMPs
0.000881402	1.226060604	0.059	0.02	1	Acot9	other	NMPs
0.000886544	0.723558119	0.106	0.05	1	Atxn7l1	other	NMPs
0.000886992	0.720204572	0.127	0.065	1	Nudt11	other	NMPs
0.000892735	0.320117638	0.631	0.491	1	Nubp1	other	NMPs
0.00089513	0.304897342	0.401	0.28	1	Zpr1	other	NMPs
0.00089547	0.711130567	0.108	0.052	1	Phldb1	other	NMPs
0.000896657	0.16982624	0.968	0.945	1	Srsf2	other	NMPs
0.000898813	-0.418768602	0.495	0.539	1	Marchf7	other	NMPs
0.000904878	0.124531157	0.998	0.995	1	Hnrnpa0	other	NMPs
0.000905212	0.163215586	0.894	0.831	1	Srp14	other	NMPs
